id,full_name,last_name
78400,Jan Van Breda Kolff,Van Breda Kolff
89,Nick Van Exel,Van Exel
1496,Keith Van Horn,Van Horn
78406,Norm Van Lier,Van Lier
1627832,Fred VanVleet,VanVleet
78402,Gene Vance,Vance
78403,Log Vander Velden,Vander Velden
1629020,Jarred Vanderbilt,Vanderbilt
78405,Ernie Vandeweghe,Vandeweghe
78404,Kiki Vandeweghe,Vandeweghe
78407,Nick Vanos,Vanos
2128,David Vanterpool,Vanterpool
2237,Ratko Varda,Varda
2760,Anderson Varejao,Varejao
202363,Jarvis Varnado,Varnado
202349,Greivis Vasquez,Vasquez
1630170,Devin Vassell,Vassell
78409,Charles Vaughn,Vaughn
710,David Vaughn,Vaughn
1521,Jacque Vaughn,Vaughn
1626173,Rashad Vaughn,Vaughn
78411,Virgil Vaughn,Vaughn
919,Loy Vaught,Vaught
78413,Bob Verga,Verga
78414,Peter Verhoeven,Verhoeven
202686,Jan Vesely,Vesely
78415,Gundars Vetra,Vetra
78416,Joao Vianna,Vianna
1630492,Luca Vildoza,Vildoza
101111,Charlie Villanueva,Villanueva
1629216,Gabe Vincent,Vincent
78418,Jay Vincent,Vincent
78417,Sam Vincent,Vincent
200790,Marcus Vinicius,Vinicius
1844,Fred Vinson,Vinson
78419,Gary Voce,Voce
78420,Floyd Volker,Volker
78421,Alexander Volkov,Volkov
78422,Whitey Von Nieda,Von Nieda
203943,Noah Vonleh,Vonleh
2063,Jake Voskuhl,Voskuhl
78423,Danny Vranes,Vranes
2582,Slavko Vranes,Vranes
1037,Stojko Vrankovic,Vrankovic
78425,Brett Vroman,Vroman
2761,Jackson Vroman,Vroman
202696,Nikola Vucevic,Vucevic
2756,Sasha Vujacic,Vujacic
1629731,Dean Wade,Wade
2548,Dwyane Wade,Wade
78426,Mark Wade,Wade
101144,Von Wafer,Wafer
78427,Clint Wager,Wager
2402,Dajuan Wagner,Wagner
78428,Danny Wagner,Wagner
1630532,Franz Wagner,Wagner
78429,Milt Wagner,Wagner
1629021,Moritz Wagner,Wagner
1630688,Ish Wainright,Wainright
203079,Dion Waiters,Waiters
78430,Granville Waiters,Waiters
78431,Andre Wakefield,Wakefield
78432,Neal Walk,Walk
78433,Andy Walker,Walker
952,Antoine Walker,Walker
78434,Brady Walker,Walker
78435,Chet Walker,Walker
78437,Darrell Walker,Walker
78436,Foots Walker,Walker
201611,Henry Walker,Walker
78438,Horace Walker,Walker
1631133,Jabari Walker,Walker
78439,Jimmy Walker,Walker
202689,Kemba Walker,Walker
78440,Kenny Walker,Walker
1630640,MJ Walker,Walker
78441,Phil Walker,Walker
955,Samaki Walker,Walker
78442,Wally Walker,Walker
1629022,Lonnie Walker IV,Walker IV
202322,John Wall,Wall
1112,Ben Wallace,Wallace
2222,Gerald Wallace,Wallace
961,John Wallace,Wallace
78443,Michael Wallace,Wallace
739,Rasheed Wallace,Wallace
1627820,Tyrone Wallace,Wallace
78444,Dwight Waller,Waller
78445,Jamie Waller,Waller
78446,Jim Walsh,Walsh
101190,Matt Walsh,Walsh
777,Rex Walters,Walters
78447,Paul Walther,Walther
78448,Rabbit Walthour,Walthour
78450,Bill Walton,Walton
78449,Lloyd Walton,Walton
2575,Luke Walton,Walton
1628476,Derrick Walton Jr.,Walton Jr.
202954,Brad Wanamaker,Wanamaker
78453,Bobby Wanzer,Wanzer
78454,Perry Warbington,Warbington
369,Charlie Ward,Ward
78455,Gerry Ward,Ward
78456,Henry Ward,Ward
203810,Casper Ware,Ware
78457,Jim Ware,Ware
78458,Ben Warley,Warley
78459,Bob Warlick,Warlick
78460,Cornell Warner,Warner
1627866,Jameel Warney,Warney
78461,Johnny Warren,Warren
203933,T.J. Warren,Warren
202378,Willie Warren,Warren
78462,Bryan Warrick,Warrick
101124,Hakim Warrick,Warrick
78463,Chris Washburn,Washburn
1627395,Julian Washburn,Washburn
78469,Bobby Washington,Washington
200827,Darius Washington,Washington
78464,Duane Washington,Washington
78465,Dwayne Washington,Washington
1540,Eric Washington,Washington
78466,Jim Washington,Washington
78467,Kermit Washington,Washington
1629023,P.J. Washington,Washington
78468,Richard Washington,Washington
78470,Stan Washington,Washington
78471,Wilson Washington,Washington
1630613,Duane Washington Jr.,Washington Jr.
1631102,TyTy Washington Jr.,Washington Jr.
1629139,Yuta Watanabe,Watanabe
1629682,Tremont Waters,Waters
1630322,Lindy Waters III,Waters III
1630570,Trendon Watford,Watford
201208,Darryl Watkins,Watkins
201228,C.J. Watson,Watson
2248,Earl Watson,Watson
320,Jamie Watson,Watson
1628778,Paul Watson,Watson
1631212,Peyton Watson,Watson
78474,Ron Watts,Watts
78473,Slick Watts,Watts
203146,Maalik Wayns,Wayns
204033,David Wear,Wear
204037,Travis Wear,Wear
221,Clar. Weatherspoon,Weatherspoon
78475,Nick Weatherspoon,Weatherspoon
1629683,Quinndary Weatherspoon,Weatherspoon
201602,Kyle Weaver,Weaver
78477,Jeff Webb,Webb
78478,Marcus Webb,Webb
892,Spud Webb,Webb
1627821,James Webb III,Webb III
185,Chris Webber,Webber
1627362,Briante Weber,Weber
78479,Forest Weber,Weber
1067,Jeff Webster,Webster
101110,Martell Webster,Webster
78481,Marvin Webster,Webster
78482,Scott Wedman,Wedman
201603,Sonny Weems,Weems
78483,Dick Wehr,Wehr
78484,Brant Weidner,Weidner
78485,Bob Weiss,Weiss
78486,Rick Weitzman,Weitzman
1719,Bonzi Wells,Wells
1528,Bubba Wells,Wells
78488,Owen Wells,Wells
78489,Ralph Wells,Wells
1846,Chris Welp,Welp
2412,Jiri Welsch,Welsch
1629118,Thomas Welsh,Welsh
82,Bill Wennington,Wennington
78492,Matt Wenstrom,Wenstrom
438,Robert Werdann,Werdann
78494,Ray Wertis,Wertis
1631104,Blake Wesley,Wesley
133,David Wesley,Wesley
78495,Walt Wesley,Wesley
2561,David West,West
2753,Delonte West,West
28,Doug West,West
78497,Jerry West,West
201238,Mario West,West
770,Mark West,West
78499,Roland West,West
201566,Russell Westbrook,Westbrook
78500,Paul Westphal,Westphal
78501,John Wetzel,Wetzel
101156,Robert Whaley,Whaley
941,Ennis Whatley,Whatley
1545,DeJuan Wheat,Wheat
78504,Clinton Wheeler,Wheeler
1755,Tyson Wheeler,Wheeler
78506,Lucian Whitaker,Whitaker
1629632,Coby White,White
201591,DJ White,White
1628401,Derrick White,White
78507,Eric White,White
78508,Herb White,White
78509,Hubie White,White
1631298,Jack White,White
1751,Jahidi White,White
200778,James White,White
78510,Jojo White,White
1627855,Okaro White,White
1839,Randy White,White
2206,Rodney White,White
78512,Rory White,White
203091,Royce White,White
78513,Rudy White,White
202358,Terrico White,White
78514,Tony White,White
78515,Willie White,White
1628510,Andrew White III,White III
1627785,Isaiah Whitehead,Whitehead
78516,Jerome Whitehead,Whitehead
1126,Donald Whiteside,Whiteside
202355,Hassan Whiteside,Whiteside
730,Dwayne Whitfield,Whitfield
78519,Charles Whitney,Whitney
43,Chris Whitney,Whitney
204222,Greg Whittington,Whittington
203963,Shayne Whittington,Whittington
78520,Sidney Wicks,Wicks
78521,Murray Wier,Wier
78522,Bob Wiesenhahn,Wiesenhahn
1630580,Joe Wieskamp,Wieskamp
1630598,Aaron Wiggins,Wiggins
203952,Andrew Wiggins,Wiggins
78523,Mitchell Wiggins,Wiggins
1629623,Lindell Wigginton,Wigginton
78524,Ken Wilburn,Wilburn
203912,C.J. Wilcox,Wilcox
2404,Chris Wilcox,Wilcox
78525,D.C. Wilcutt,Wilcutt
78526,Gene Wiley,Wiley
1628451,Jacob Wiley,Wiley
78527,Michael Wiley,Wiley
78528,Morlon Wiley,Wiley
78529,Win Wilfong,Wilfong
78530,Lenny Wilkens,Wilkens
78531,Bob Wilkerson,Wilkerson
78532,Jamaal Wilkes,Wilkes
78533,James Wilkes,Wilkes
2863,Damien Wilkins,Wilkins
1122,Dominique Wilkins,Wilkins
78534,Eddielee Wilkins,Wilkins
786,Gerald Wilkins,Wilkins
78537,Jeff Wilkins,Wilkins
78538,Dale Wilkinson,Wilkinson
2366,Mike Wilks,Wilks
1425,Aaron Williams,Williams
1626210,Alan Williams,Williams
1631214,Alondes Williams,Williams
1541,Alvin Williams,Williams
78539,Arthur Williams,Williams
78540,Bernie Williams,Williams
78564,Bob Williams,Williams
1585,Brandon Williams,Williams
1630314,Brandon Williams,Williams
433,Buck Williams,Williams
203710,C.J. Williams,Williams
78547,Chuck Williams,Williams
78541,Chuckie Williams,Williams
78543,Cliff Williams,Williams
101258,Corey Williams,Williams
101114,Deron Williams,Williams
202682,Derrick Williams,Williams
78545,Don Williams,Williams
1631495,Donovan Williams,Williams
78546,Earl Williams,Williams
202343,Elliot Williams,Williams
677,Eric Williams,Williams
2421,Frank Williams,Williams
78548,Freeman Williams,Williams
1629684,Grant Williams,Williams
78549,Gus Williams,Williams
78550,Guy Williams,Williams
1006,Herb Williams,Williams
73,Hot Rod Williams,Williams
1631114,Jalen Williams,Williams
1715,Jason Williams,Williams
101214,Jawad Williams,Williams
2398,Jay Williams,Williams
1631119,Jaylin Williams,Williams
420,Jayson Williams,Williams
966,Jerome Williams,Williams
78554,John Williams,Williams
1629140,Johnathan Williams,Williams
202716,Jordan Williams,Williams
200818,Justin Williams,Williams
78555,Kenny Williams,Williams
1629026,Kenrich Williams,Williams
78556,Kevin Williams,Williams
31,Lorenzo Williams,Williams
101150,Lou Williams,Williams
200766,Marcus Williams,Williams
201173,Marcus Williams,Williams
1631109,Mark Williams,Williams
101107,Marvin Williams,Williams
52,Micheal Williams,Williams
78558,Mike Williams,Williams
78560,Milt Williams,Williams
2590,Mo Williams,Williams
42,Monty Williams,Williams
78561,Nate Williams,Williams
1630172,Patrick Williams,Williams
78566,Pete Williams,Williams
78571,Ray Williams,Williams
199,Reggie Williams,Williams
202130,Reggie Williams,Williams
78563,Rickey Williams,Williams
78565,Rob Williams,Williams
78567,Ron Williams,Williams
78568,Sam Williams,Williams
78569,Samuel Williams,Williams
281,Scott Williams,Williams
201157,Sean Williams,Williams
1742,Shammond Williams,Williams
200761,Shawne Williams,Williams
200749,Shelden Williams,Williams
78570,Sly Williams,Williams
201944,Terrence Williams,Williams
1576,Travis Williams,Williams
1627786,Troy Williams,Williams
1005,Walt Williams,Williams
78573,Ward Williams,Williams
78574,Willie Williams,Williams
1630533,Ziaire Williams,Williams
1629057,Robert Williams III,Williams III
1628475,Matt Williams Jr.,Williams Jr.
1631246,Vince Williams Jr.,Williams Jr.
1628430,Nigel Williams-Goss,Williams-Goss
722,Corliss Williamson,Williamson
78575,John Williamson,Williamson
1629627,Zion Williamson,Williamson
788,Kevin Willis,Willis
78577,Bill Willoughby,Willoughby
2000,Dedric Willoughby,Willoughby
78586,Bob Wilson,Wilson
78585,Bobby Wilson,Wilson
1628391,D.J. Wilson,Wilson
78579,George Wilson,Wilson
78580,Isaiah Wilson,Wilson
203966,Jamil Wilson,Wilson
78581,Mike Wilson,Wilson
78582,Nikita Wilson,Wilson
78578,Othell Wilson,Wilson
78583,Rick Wilson,Wilson
78584,Ricky Wilson,Wilson
78587,Thomas Wilson,Wilson
1027,Trevor Wilson,Wilson
1627787,Kyle Wiltjer,Wiltjer
78589,Kennard Winchester,Winchester
78590,Tony Windis,Windis
1629685,Dylan Windler,Windler
78591,John Windsor,Windsor
78592,Lee Winfield,Winfield
766,David Wingate,Wingate
112,Dontonio Wingfield,Wingfield
78596,Harthorne Wingo,Wingo
78597,Marv Winkler,Winkler
1626159,Justise Winslow,Winslow
1984,Rickie Winslow,Winslow
1630216,Cassius Winston,Winston
1868,Trevor Winter,Winter
78600,Brian Winters,Winters
78601,Voise Winters,Winters
78602,Willie Wise,Wise
1630164,James Wiseman,Wiseman
203481,Jeff Withey,Withey
78603,Luke Witte,Witte
1456,Randy Wittman,Wittman
78605,Garry Witts,Witts
78606,Dave Wohl,Wohl
341,Joe Wolf,Wolf
2106,Ruben Wolkowyski,Wolkowyski
203489,Nate Wolters,Wolters
78610,Al Wood,Wood
78612,Bob Wood,Wood
1626174,Christian Wood,Wood
116,David Wood,Wood
78609,Howard Wood,Wood
78611,Leon Wood,Wood
1630218,Robert Woodard II,Woodard II
2254,Loren Woods,Woods
2417,Qyntel Woods,Woods
1010,Randy Woods,Woods
78614,Mike Woodson,Woodson
78615,Orlando Woolridge,Woolridge
1629624,Kenny Wooten,Wooten
906,Haywoode Workman,Workman
78616,Mark Workman,Workman
78617,Tom Workman,Workman
1897,Metta World Peace,World Peace
78618,Sam Worthen,Worthen
1460,James Worthy,Worthy
101120,Antoine Wright,Wright
101152,Bracey Wright,Wright
78620,Brad Wright,Wright
201148,Brandan Wright,Wright
202874,Chris Wright,Wright
203203,Chris Wright,Wright
1626153,Delon Wright,Wright
2748,Dorell Wright,Wright
78621,Howard Wright,Wright
78622,Joby Wright,Wright
201153,Julian Wright,Wright
78623,Larry Wright,Wright
953,Lorenzen Wright,Wright
1007,Luther Wright,Wright
1630589,Moses Wright,Wright
412,Sharone Wright,Wright
1630593,McKinley Wright IV,Wright IV
1629625,Justin Wright-Foreman,Wright-Foreman
203100,Tony Wroten,Wroten
78627,A.J. Wynder,Wynder
1627824,Guerschon Yabusele,Yabusele
2397,Yao Ming,Yao Ming
2428,Vincent Yarbrough,Yarbrough
78628,George Yardley,Yardley
78629,Barry Yates,Yates
78630,Wayne Yates,Yates
78631,Charlie Yelverton,Yelverton
201146,Yi Jianlian,Yi Jianlian
78632,Rich Yonakor,Yonakor
1628221,Gabe York,York
78633,Danny Young,Young
203923,James Young,Young
1626202,Joe Young,Young
1748,Korleone Young,Young
78634,Michael Young,Young
201156,Nick Young,Young
78635,Perry Young,Young
201970,Sam Young,Young
201152,Thaddeus Young,Young
1937,Tim Young,Young
1629027,Trae Young,Young
1630209,Omer Yurtseven,Yurtseven
78638,Max Zaslofsky,Zaslofsky
78639,Robert Zawoluk,Zawoluk
203469,Cody Zeller,Zeller
78640,Dave Zeller,Zeller
78641,Gary Zeller,Zeller
78642,Hank Zeller,Zeller
202545,Luke Zeller,Zeller
203092,Tyler Zeller,Zeller
78643,Tony Zeno,Zeno
78644,Phil Zevenbergen,Zevenbergen
1917,Wang Zhi-zhi,Zhi-zhi
1627753,Zhou Qi,Zhou Qi
678,George Zidek,Zidek
2583,Derrick Zimmerman,Zimmerman
1627757,Stephen Zimmerman,Zimmerman
1627835,Paul Zipser,Zipser
1627790,Ante Zizic,Zizic
78647,Jim Zoet,Zoet
78648,Bill Zopf,Zopf
1627826,Ivica Zubac,Zubac
78650,Matt Zunic,Zunic
