SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,PLAYOFFS,JOKIC_PTS,JOKIC_REB,JOKIC_AST,MURRAY_PTS,MURRAY_REB,MURRAY_AST,JOKIC_MURRAY_STARTERS,REST_PTS,REST_REB,REST_AST
22016,1610612743,DEN,Denver Nuggets,0021600067,2016-11-03,DEN @ MIN,W,240,102,39,81,0.481,6,22,0.273,18,25,0.72,7,37,44,24,10,2,20,24,3.0,0,8,3,5,0,3,4,1,94,38,15
22016,1610612743,DEN,Denver Nuggets,0021600082,2016-11-05,DEN @ DET,L,241,86,31,94,0.33,7,25,0.28,17,20,0.85,16,32,48,15,8,2,16,15,-17.0,0,6,6,0,9,1,2,1,71,41,13
22016,1610612743,DEN,Denver Nuggets,0021600899,2017-03-01,DEN @ MIL,W,240,110,41,84,0.488,10,33,0.303,18,20,0.9,14,31,45,21,8,2,14,15,12.0,0,13,14,10,10,1,5,1,87,30,6
22016,1610612743,DEN,Denver Nuggets,0021601149,2017-04-02,DEN @ MIA,W,241,116,44,87,0.506,5,20,0.25,23,27,0.852,6,34,40,25,9,6,8,14,3.0,0,19,10,7,9,3,0,1,88,27,18
22016,1610612743,DEN,Denver Nuggets,0021601158,2017-04-04,DEN @ NOP,W,241,134,53,99,0.535,13,30,0.433,15,21,0.714,15,35,50,31,3,2,10,20,3.0,0,21,12,4,16,5,5,1,97,33,22
22016,1610612743,DEN,Denver Nuggets,0021601184,2017-04-07,DEN vs. NOP,W,241,122,43,78,0.551,13,32,0.406,23,32,0.719,11,39,50,31,9,4,21,15,16.0,0,23,12,5,30,4,5,1,69,34,21
22016,1610612743,DEN,Denver Nuggets,0021601198,2017-04-09,DEN vs. OKC,L,239,105,40,84,0.476,11,34,0.324,14,15,0.933,4,38,42,22,6,4,12,16,-1.0,0,23,6,3,6,6,5,1,76,30,14
22016,1610612743,DEN,Denver Nuggets,0021601214,2017-04-11,DEN @ DAL,W,242,109,41,84,0.488,18,42,0.429,9,14,0.643,10,43,53,31,7,1,16,14,18.0,0,7,8,4,10,2,10,1,92,43,17
22016,1610612743,DEN,Denver Nuggets,0021601225,2017-04-12,DEN @ OKC,W,240,111,39,85,0.459,7,25,0.28,26,32,0.813,5,38,43,22,6,8,15,17,6.0,0,29,16,8,27,2,6,1,55,25,8
22017,1610612743,DEN,Denver Nuggets,0021700010,2017-10-18,DEN @ UTA,L,242,96,36,77,0.468,13,27,0.481,11,12,0.917,7,31,38,21,4,3,20,18,-10.0,0,7,12,7,8,2,2,1,81,24,12
22017,1610612743,DEN,Denver Nuggets,0021700035,2017-10-21,DEN vs. SAC,W,240,96,37,85,0.435,10,30,0.333,12,20,0.6,18,40,58,25,7,2,16,19,17.0,0,0,9,7,2,2,2,1,94,47,16
22017,1610612743,DEN,Denver Nuggets,0021700047,2017-10-23,DEN vs. WAS,L,241,104,39,80,0.488,8,23,0.348,18,23,0.783,9,35,44,27,5,2,23,22,-5.0,0,29,9,5,8,3,6,1,67,32,16
22017,1610612743,DEN,Denver Nuggets,0021700055,2017-10-25,DEN @ CHA,L,240,93,38,100,0.38,8,31,0.258,9,15,0.6,18,33,51,18,6,1,13,23,-17.0,0,18,12,0,16,3,5,1,59,36,13
22017,1610612743,DEN,Denver Nuggets,0021700072,2017-10-27,DEN @ ATL,W,240,105,42,91,0.462,4,20,0.2,17,23,0.739,11,35,46,25,8,4,11,12,3.0,0,18,15,5,6,3,0,1,81,28,20
22017,1610612743,DEN,Denver Nuggets,0021700087,2017-10-29,DEN @ BKN,W,240,124,47,94,0.5,11,20,0.55,19,22,0.864,4,42,46,23,7,7,6,22,13.0,0,21,14,4,26,1,5,1,77,31,14
22017,1610612743,DEN,Denver Nuggets,0021700094,2017-10-30,DEN @ NYK,L,239,110,35,85,0.412,18,41,0.439,22,31,0.71,13,23,36,20,13,5,13,22,-6.0,0,28,8,2,20,3,2,1,62,25,16
22017,1610612743,DEN,Denver Nuggets,0021700114,2017-11-01,DEN vs. TOR,W,239,129,47,88,0.534,16,32,0.5,19,29,0.655,9,34,43,35,9,4,12,20,18.0,0,8,16,10,24,3,2,1,97,24,23
22017,1610612743,DEN,Denver Nuggets,0021700127,2017-11-03,DEN vs. MIA,W,240,95,36,80,0.45,9,23,0.391,14,25,0.56,13,28,41,17,9,6,17,16,1.0,0,19,14,2,3,1,1,1,73,26,14
22017,1610612743,DEN,Denver Nuggets,0021700135,2017-11-04,DEN vs. GSW,L,241,108,40,87,0.46,6,24,0.25,22,27,0.815,9,37,46,26,9,6,17,18,-19.0,0,8,7,3,9,1,1,1,91,38,22
22017,1610612743,DEN,Denver Nuggets,0021700155,2017-11-07,DEN vs. BKN,W,240,112,44,93,0.473,9,34,0.265,15,20,0.75,9,38,47,26,16,9,19,21,8.0,0,41,12,5,4,2,4,1,67,33,17
22017,1610612743,DEN,Denver Nuggets,0021700168,2017-11-09,DEN vs. OKC,W,241,102,38,82,0.463,9,27,0.333,17,22,0.773,14,31,45,27,7,7,18,15,8.0,0,15,11,3,9,3,2,1,78,31,22
22017,1610612743,DEN,Denver Nuggets,0021700185,2017-11-11,DEN vs. ORL,W,241,125,46,87,0.529,12,29,0.414,21,27,0.778,13,37,50,29,9,4,12,16,18.0,0,12,17,9,32,4,1,1,81,29,19
22017,1610612743,DEN,Denver Nuggets,0021700198,2017-11-13,DEN @ POR,L,239,82,30,84,0.357,9,32,0.281,13,15,0.867,12,23,35,13,9,2,20,16,-17.0,0,6,7,3,18,5,0,1,58,23,10
22017,1610612743,DEN,Denver Nuggets,0021700226,2017-11-17,DEN vs. NOP,W,242,146,56,89,0.629,18,35,0.514,16,21,0.762,13,35,48,37,5,4,14,15,32.0,0,13,11,6,31,2,4,1,102,35,27
22017,1610612743,DEN,Denver Nuggets,0021700240,2017-11-19,DEN @ LAL,L,240,109,36,84,0.429,13,31,0.419,24,35,0.686,17,30,47,18,8,8,20,15,-18.0,0,6,6,1,10,4,1,1,93,37,16
22017,1610612743,DEN,Denver Nuggets,0021700251,2017-11-20,DEN @ SAC,W,241,114,42,86,0.488,15,32,0.469,15,20,0.75,14,35,49,18,6,3,13,13,16.0,0,16,14,3,18,2,1,1,80,33,14
22017,1610612743,DEN,Denver Nuggets,0021700259,2017-11-22,DEN @ HOU,L,240,95,35,87,0.402,10,33,0.303,15,23,0.652,15,28,43,19,11,5,19,14,-30.0,0,17,6,3,8,7,3,1,70,30,13
22017,1610612743,DEN,Denver Nuggets,0021700274,2017-11-24,DEN vs. MEM,W,240,104,40,79,0.506,9,32,0.281,15,26,0.577,15,35,50,24,9,4,20,18,12.0,0,28,13,8,15,6,4,1,61,31,12
22017,1610612743,DEN,Denver Nuggets,0021700301,2017-11-28,DEN @ UTA,L,240,77,28,78,0.359,7,34,0.206,14,16,0.875,12,30,42,13,6,4,17,13,-29.0,0,7,6,6,10,1,2,1,60,35,5
22017,1610612743,DEN,Denver Nuggets,0021700315,2017-11-30,DEN vs. CHI,W,238,111,38,83,0.458,12,31,0.387,23,31,0.742,11,33,44,22,7,4,12,19,1.0,0,8,4,4,5,4,1,1,98,36,17
22017,1610612743,DEN,Denver Nuggets,0021700462,2017-12-20,DEN vs. MIN,L,240,104,36,72,0.5,13,28,0.464,19,24,0.792,8,34,42,27,6,5,21,18,-8.0,0,22,6,4,30,4,3,1,52,32,20
22017,1610612743,DEN,Denver Nuggets,0021700478,2017-12-22,DEN @ POR,W,241,102,42,85,0.494,7,25,0.28,11,15,0.733,16,33,49,19,4,10,14,13,17.0,0,27,9,6,7,2,4,1,68,38,9
22017,1610612743,DEN,Denver Nuggets,0021700489,2017-12-23,DEN @ GSW,W,240,96,38,82,0.463,7,28,0.25,13,15,0.867,10,35,45,25,10,4,18,14,15.0,0,18,9,4,14,6,5,1,64,30,16
22017,1610612743,DEN,Denver Nuggets,0021700503,2017-12-26,DEN vs. UTA,W,242,107,39,81,0.481,11,30,0.367,18,22,0.818,10,43,53,23,3,1,9,21,24.0,0,13,7,5,22,8,2,1,72,38,16
22017,1610612743,DEN,Denver Nuggets,0021700510,2017-12-27,DEN @ MIN,L,264,125,42,91,0.462,15,39,0.385,26,31,0.839,11,37,48,26,3,2,9,24,-3.0,0,22,9,4,21,7,8,1,82,32,14
22017,1610612743,DEN,Denver Nuggets,0021700536,2017-12-30,DEN vs. PHI,L,240,102,35,87,0.402,7,32,0.219,25,34,0.735,10,38,48,18,10,9,13,12,-5.0,0,19,13,6,31,8,3,1,52,27,9
22017,1610612743,DEN,Denver Nuggets,0021700563,2018-01-03,DEN vs. PHX,W,240,134,51,82,0.622,12,27,0.444,20,22,0.909,8,40,48,35,8,9,20,16,23.0,0,14,9,8,13,0,2,1,107,39,25
22017,1610612743,DEN,Denver Nuggets,0021700574,2018-01-05,DEN vs. UTA,W,240,99,38,86,0.442,14,35,0.4,9,15,0.6,4,33,37,24,9,1,10,11,8.0,0,8,10,4,26,6,3,1,65,21,17
22017,1610612743,DEN,Denver Nuggets,0021700585,2018-01-06,DEN @ SAC,L,239,98,35,76,0.461,13,34,0.382,15,21,0.714,8,38,46,20,2,6,25,17,-8.0,0,8,7,10,18,5,0,1,72,34,10
22017,1610612743,DEN,Denver Nuggets,0021700597,2018-01-08,DEN @ GSW,L,239,114,47,95,0.495,8,19,0.421,12,16,0.75,13,26,39,30,8,3,11,16,-10.0,0,22,12,11,21,2,6,1,71,25,13
22017,1610612743,DEN,Denver Nuggets,0021700612,2018-01-10,DEN vs. ATL,L,240,97,38,95,0.4,9,37,0.243,12,20,0.6,14,26,40,27,13,6,12,18,-13.2,0,9,12,7,13,2,3,1,75,26,17
22017,1610612743,DEN,Denver Nuggets,0021700625,2018-01-12,DEN vs. MEM,W,240,87,27,70,0.386,7,22,0.318,26,32,0.813,12,35,47,15,8,3,14,18,9.0,0,14,7,3,11,4,3,1,62,36,9
22017,1610612743,DEN,Denver Nuggets,0021700633,2018-01-13,DEN @ SAS,L,237,80,29,83,0.349,7,28,0.25,15,17,0.882,11,30,41,18,9,4,15,16,-32.0,0,23,9,7,2,1,2,1,55,31,9
22017,1610612743,DEN,Denver Nuggets,0021700651,2018-01-16,DEN vs. DAL,W,238,105,40,86,0.465,8,26,0.308,17,26,0.654,15,32,47,23,10,3,18,23,3.0,0,29,18,7,7,3,1,1,69,26,15
22017,1610612743,DEN,Denver Nuggets,0021700671,2018-01-19,DEN vs. PHX,L,240,100,35,78,0.449,14,36,0.389,16,21,0.762,7,35,42,23,7,5,16,20,-8.0,0,14,17,5,30,5,2,1,56,20,16
22017,1610612743,DEN,Denver Nuggets,0021700694,2018-01-22,DEN vs. POR,W,241,104,34,83,0.41,10,30,0.333,26,33,0.788,14,35,49,23,7,8,15,20,7.0,0,16,12,5,38,5,6,1,50,32,12
22017,1610612743,DEN,Denver Nuggets,0021700712,2018-01-25,DEN vs. NYK,W,239,130,48,80,0.6,14,28,0.5,20,24,0.833,2,30,32,36,3,2,13,20,12.0,0,18,7,10,18,5,5,1,94,20,21
22017,1610612743,DEN,Denver Nuggets,0021700743,2018-01-29,DEN vs. BOS,L,240,110,42,93,0.452,10,33,0.303,16,21,0.762,15,32,47,31,4,3,10,14,2.8,0,24,11,5,14,4,8,1,72,32,18
22017,1610612743,DEN,Denver Nuggets,0021700750,2018-01-30,DEN @ SAS,L,241,104,40,86,0.465,10,23,0.435,14,14,1.0,10,28,38,22,11,6,13,14,-2.0,0,13,7,8,18,6,1,1,73,25,13
22017,1610612743,DEN,Denver Nuggets,0021700765,2018-02-01,DEN vs. OKC,W,241,127,50,97,0.515,15,38,0.395,12,17,0.706,9,34,43,32,3,10,11,17,3.0,0,29,13,14,33,3,5,1,65,27,13
22017,1610612743,DEN,Denver Nuggets,0021700782,2018-02-03,DEN vs. GSW,W,240,115,39,91,0.429,12,29,0.414,25,29,0.862,16,32,48,28,7,0,15,17,2.8,0,19,9,5,15,4,2,1,81,35,21
22017,1610612743,DEN,Denver Nuggets,0021700794,2018-02-05,DEN vs. CHA,W,240,121,46,81,0.568,18,34,0.529,11,13,0.846,5,36,41,30,10,2,11,15,17.0,0,15,16,7,18,4,7,1,88,21,16
22017,1610612743,DEN,Denver Nuggets,0021700823,2018-02-09,DEN @ HOU,L,240,104,42,88,0.477,3,28,0.107,17,21,0.81,7,32,39,25,7,2,10,20,-26.0,0,14,7,5,6,1,2,1,84,31,18
22017,1610612743,DEN,Denver Nuggets,0021700832,2018-02-10,DEN @ PHX,W,239,123,45,88,0.511,13,29,0.448,20,22,0.909,6,31,37,20,10,5,13,23,10.0,0,21,9,8,12,1,2,1,90,27,10
22017,1610612743,DEN,Denver Nuggets,0021700852,2018-02-13,DEN vs. SAS,W,240,117,46,93,0.495,10,32,0.313,15,18,0.833,11,24,35,29,10,3,11,18,8.0,0,23,13,11,17,5,1,1,77,17,17
22017,1610612743,DEN,Denver Nuggets,0021700865,2018-02-15,DEN @ MIL,W,240,134,47,85,0.553,24,40,0.6,16,20,0.8,8,26,34,37,9,6,18,23,11.0,0,30,15,17,26,5,5,1,78,14,15
22017,1610612743,DEN,Denver Nuggets,0021700880,2018-02-23,DEN vs. SAS,W,240,122,48,97,0.495,12,32,0.375,14,19,0.737,18,34,52,33,5,3,11,27,3.0,0,28,11,11,9,9,7,1,85,32,15
22017,1610612743,DEN,Denver Nuggets,0021700896,2018-02-25,DEN vs. HOU,L,240,114,44,91,0.484,10,29,0.345,16,24,0.667,12,24,36,33,13,6,13,27,-5.0,0,21,14,8,19,2,5,1,74,20,20
22017,1610612743,DEN,Denver Nuggets,0021700912,2018-02-27,DEN vs. LAC,L,239,120,43,87,0.494,10,31,0.323,24,30,0.8,11,30,41,27,11,7,20,27,-2.0,0,18,6,4,18,2,5,1,84,33,18
22017,1610612743,DEN,Denver Nuggets,0021700931,2018-03-02,DEN @ MEM,W,241,108,40,73,0.548,6,22,0.273,22,26,0.846,6,31,37,18,17,3,22,22,6.0,0,9,9,5,9,2,4,1,90,26,9
22017,1610612743,DEN,Denver Nuggets,0021700937,2018-03-03,DEN @ CLE,W,239,126,47,86,0.547,19,35,0.543,13,15,0.867,6,29,35,35,4,3,9,19,9.0,0,9,7,8,16,3,5,1,101,25,22
22017,1610612743,DEN,Denver Nuggets,0021700961,2018-03-06,DEN @ DAL,L,240,107,38,92,0.413,11,36,0.306,20,26,0.769,11,38,49,23,5,8,14,16,-11.0,0,4,9,5,6,0,0,1,97,40,18
22017,1610612743,DEN,Denver Nuggets,0021700970,2018-03-07,DEN vs. CLE,L,239,108,42,86,0.488,10,27,0.37,14,18,0.778,14,37,51,22,7,2,21,16,-5.0,0,36,13,6,11,7,3,1,61,31,13
22017,1610612743,DEN,Denver Nuggets,0021700983,2018-03-09,DEN vs. LAL,W,240,125,42,83,0.506,15,31,0.484,26,30,0.867,7,29,36,30,10,6,12,16,9.0,0,21,6,6,22,3,8,1,82,27,16
22017,1610612743,DEN,Denver Nuggets,0021700996,2018-03-11,DEN vs. SAC,W,240,130,50,89,0.562,15,37,0.405,15,21,0.714,8,43,51,38,2,4,7,17,26.0,0,20,11,10,20,3,5,1,90,37,23
22017,1610612743,DEN,Denver Nuggets,0021701015,2018-03-13,DEN @ LAL,L,239,103,38,86,0.442,13,40,0.325,14,19,0.737,5,39,44,26,12,4,19,26,-9.0,0,15,9,5,18,6,4,1,70,29,17
22017,1610612743,DEN,Denver Nuggets,0021701026,2018-03-15,DEN vs. DET,W,240,120,43,85,0.506,12,28,0.429,22,28,0.786,10,35,45,26,7,8,15,15,7.0,0,23,12,10,26,9,1,1,71,24,15
22017,1610612743,DEN,Denver Nuggets,0021701040,2018-03-17,DEN @ MEM,L,240,94,32,87,0.368,9,33,0.273,21,29,0.724,18,31,49,17,10,5,7,25,-7.0,0,17,13,2,16,3,3,1,61,33,12
22017,1610612743,DEN,Denver Nuggets,0021701054,2018-03-19,DEN @ MIA,L,290,141,46,100,0.46,18,38,0.474,31,37,0.838,11,35,46,23,10,5,13,25,-8.0,0,34,15,3,23,5,5,1,84,26,15
22017,1610612743,DEN,Denver Nuggets,0021701069,2018-03-21,DEN @ CHI,W,240,135,51,83,0.614,20,35,0.571,13,16,0.813,8,37,45,34,9,6,17,13,33.0,0,21,7,5,16,5,7,1,98,33,22
22017,1610612743,DEN,Denver Nuggets,0021701079,2018-03-23,DEN @ WAS,W,239,108,37,85,0.435,17,34,0.5,17,18,0.944,7,31,38,25,5,10,10,16,8.0,0,25,8,5,25,6,3,1,58,24,17
22017,1610612743,DEN,Denver Nuggets,0021701105,2018-03-26,DEN @ PHI,L,241,104,36,84,0.429,11,32,0.344,21,34,0.618,9,28,37,27,10,7,15,21,-19.0,0,14,7,4,17,3,3,1,73,27,20
22017,1610612743,DEN,Denver Nuggets,0021701109,2018-03-27,DEN @ TOR,L,240,110,42,89,0.472,13,30,0.433,13,14,0.929,10,30,40,26,6,6,11,16,-4.0,0,29,16,8,15,4,3,1,66,20,15
22017,1610612743,DEN,Denver Nuggets,0021701133,2018-03-30,DEN @ OKC,W,265,126,49,94,0.521,10,30,0.333,18,21,0.857,12,46,58,27,4,5,15,24,1.0,0,23,16,6,15,4,5,1,88,38,16
22017,1610612743,DEN,Denver Nuggets,0021701152,2018-04-01,DEN vs. MIL,W,265,128,40,90,0.444,11,36,0.306,37,46,0.804,17,40,57,27,2,8,17,23,3.0,0,35,13,5,27,2,7,1,66,42,15
22017,1610612743,DEN,Denver Nuggets,0021701165,2018-04-03,DEN vs. IND,W,240,107,41,89,0.461,10,32,0.313,15,20,0.75,13,36,49,31,10,8,16,19,3.0,0,30,6,7,12,4,7,1,65,39,17
22017,1610612743,DEN,Denver Nuggets,0021701180,2018-04-05,DEN vs. MIN,W,240,100,35,89,0.393,11,36,0.306,19,22,0.864,13,34,47,21,3,7,10,17,4.0,0,16,14,9,22,2,1,1,62,31,11
22017,1610612743,DEN,Denver Nuggets,0021701191,2018-04-07,DEN @ LAC,W,241,134,53,85,0.624,12,29,0.414,16,23,0.696,7,26,33,36,4,6,7,26,19.0,0,23,11,11,19,3,7,1,92,19,18
22017,1610612743,DEN,Denver Nuggets,0021701211,2018-04-09,DEN vs. POR,W,239,88,31,83,0.373,6,26,0.231,20,26,0.769,10,42,52,22,7,5,12,18,6.0,0,15,20,11,12,2,2,1,61,30,9
22017,1610612743,DEN,Denver Nuggets,0021701225,2018-04-11,DEN @ MIN,L,263,106,41,90,0.456,13,32,0.406,11,18,0.611,10,37,47,19,4,4,12,22,-6.0,0,35,10,3,20,6,6,1,51,31,10
22018,1610612743,DEN,Denver Nuggets,0021800012,2018-10-17,DEN @ LAC,W,240,107,33,87,0.379,8,24,0.333,33,42,0.786,14,42,56,20,6,9,10,22,9.0,0,21,8,5,7,5,3,1,79,43,12
22018,1610612743,DEN,Denver Nuggets,0021800033,2018-10-20,DEN vs. PHX,W,241,119,43,85,0.506,9,28,0.321,24,29,0.828,9,45,54,28,12,6,18,31,28.0,0,35,11,11,26,3,5,1,58,40,12
22018,1610612743,DEN,Denver Nuggets,0021800038,2018-10-21,DEN vs. GSW,W,240,100,35,86,0.407,6,32,0.188,24,42,0.571,13,34,47,21,11,4,8,22,2.0,0,23,11,6,3,2,2,1,74,34,13
22018,1610612743,DEN,Denver Nuggets,0021800051,2018-10-23,DEN vs. SAC,W,239,126,51,99,0.515,11,30,0.367,13,15,0.867,15,34,49,31,11,3,12,22,14.0,0,14,12,6,19,1,4,1,93,36,21
22018,1610612743,DEN,Denver Nuggets,0021800066,2018-10-25,DEN @ LAL,L,239,114,46,92,0.5,6,23,0.261,16,20,0.8,10,34,44,22,8,5,19,22,-7.0,0,24,11,3,22,10,1,1,68,23,18
22018,1610612743,DEN,Denver Nuggets,0021800095,2018-10-29,DEN vs. NOP,W,240,116,42,93,0.452,11,35,0.314,21,23,0.913,9,32,41,28,14,5,13,17,5.0,0,12,9,10,23,5,2,1,81,27,16
22018,1610612743,DEN,Denver Nuggets,0021800106,2018-10-31,DEN @ CHI,W,266,108,45,99,0.455,7,26,0.269,11,18,0.611,17,39,56,24,7,9,16,16,1.0,0,22,12,9,12,8,6,1,74,36,9
22018,1610612743,DEN,Denver Nuggets,0021800112,2018-11-01,DEN @ CLE,W,241,110,41,85,0.482,10,26,0.385,18,21,0.857,14,30,44,22,8,7,12,18,19.0,0,4,6,3,10,1,3,1,96,37,16
22018,1610612743,DEN,Denver Nuggets,0021800131,2018-11-03,DEN vs. UTA,W,240,103,41,83,0.494,9,28,0.321,12,19,0.632,8,40,48,32,8,0,17,26,15.0,0,7,10,16,19,5,4,1,77,33,12
22018,1610612743,DEN,Denver Nuggets,0021800145,2018-11-05,DEN vs. BOS,W,240,115,41,90,0.456,13,34,0.382,20,28,0.714,15,32,47,25,5,4,13,14,8.0,0,8,10,8,48,5,4,1,59,32,13
22018,1610612743,DEN,Denver Nuggets,0021800158,2018-11-07,DEN @ MEM,L,240,87,32,82,0.39,8,32,0.25,15,19,0.789,13,28,41,19,9,3,16,22,-2.0,0,4,7,4,15,4,7,1,68,30,8
22018,1610612743,DEN,Denver Nuggets,0021800171,2018-11-09,DEN vs. BKN,L,239,110,40,87,0.46,5,18,0.278,25,34,0.735,15,39,54,20,3,5,12,28,-2.0,0,37,21,3,16,2,5,1,57,31,12
22018,1610612743,DEN,Denver Nuggets,0021800187,2018-11-11,DEN vs. MIL,L,239,114,41,89,0.461,18,38,0.474,14,20,0.7,10,29,39,27,8,5,10,16,-7.0,0,20,6,6,14,5,2,1,80,28,19
22018,1610612743,DEN,Denver Nuggets,0021800200,2018-11-13,DEN vs. HOU,L,240,99,38,76,0.5,11,25,0.44,12,16,0.75,7,24,31,27,11,2,16,20,-10.0,0,14,12,7,15,1,5,1,70,18,15
22018,1610612743,DEN,Denver Nuggets,0021800228,2018-11-17,DEN @ NOP,L,240,115,46,95,0.484,15,39,0.385,8,13,0.615,10,33,43,30,5,6,13,23,-10.0,0,25,10,8,11,2,6,1,79,31,16
22018,1610612743,DEN,Denver Nuggets,0021800245,2018-11-19,DEN @ MIL,L,240,98,40,94,0.426,12,41,0.293,6,9,0.667,13,30,43,30,6,4,17,20,-6.0,0,20,5,5,17,8,9,1,61,30,16
22018,1610612743,DEN,Denver Nuggets,0021800260,2018-11-21,DEN @ MIN,W,241,103,42,89,0.472,14,35,0.4,5,6,0.833,9,31,40,29,12,4,13,22,2.0,0,7,12,10,18,3,4,1,78,25,15
22018,1610612743,DEN,Denver Nuggets,0021800276,2018-11-23,DEN vs. ORL,W,240,112,44,93,0.473,9,28,0.321,15,17,0.882,12,39,51,33,10,5,11,20,25.0,0,6,10,11,16,5,6,1,90,36,16
22018,1610612743,DEN,Denver Nuggets,0021800282,2018-11-24,DEN @ OKC,W,240,105,39,95,0.411,10,30,0.333,17,24,0.708,15,39,54,26,6,9,14,20,7.0,0,16,6,5,22,8,8,1,67,40,13
22018,1610612743,DEN,Denver Nuggets,0021800304,2018-11-27,DEN vs. LAL,W,241,117,47,97,0.485,9,25,0.36,14,15,0.933,16,44,60,28,7,4,11,17,32.0,0,14,7,7,20,3,4,1,83,50,17
22018,1610612743,DEN,Denver Nuggets,0021800329,2018-11-30,DEN @ POR,W,240,113,40,87,0.46,14,30,0.467,19,26,0.731,13,28,41,28,11,3,11,21,1.0,0,15,6,7,10,2,7,1,88,33,14
22018,1610612743,DEN,Denver Nuggets,0021800347,2018-12-03,DEN @ TOR,W,242,106,40,89,0.449,11,28,0.393,15,24,0.625,15,34,49,32,9,2,20,14,3.0,0,23,11,15,21,7,8,1,62,31,9
22018,1610612743,DEN,Denver Nuggets,0021800356,2018-12-05,DEN @ ORL,W,266,124,45,82,0.549,11,19,0.579,23,37,0.622,4,39,43,34,5,2,10,19,6.0,0,12,8,13,31,4,8,1,81,31,13
22018,1610612743,DEN,Denver Nuggets,0021800368,2018-12-07,DEN @ CHA,L,242,107,39,101,0.386,8,35,0.229,21,26,0.808,20,35,55,24,6,12,9,28,-6.0,0,16,11,6,20,5,7,1,71,39,11
22018,1610612743,DEN,Denver Nuggets,0021800380,2018-12-08,DEN @ ATL,L,239,98,36,97,0.371,9,36,0.25,17,21,0.81,11,37,48,28,11,4,15,16,-8.0,0,24,11,7,4,6,3,1,70,31,18
22018,1610612743,DEN,Denver Nuggets,0021800398,2018-12-10,DEN vs. MEM,W,238,105,39,77,0.506,9,28,0.321,18,23,0.783,11,29,40,22,11,6,13,17,6.0,0,27,12,6,16,0,5,1,62,28,11
22018,1610612743,DEN,Denver Nuggets,0021800426,2018-12-14,DEN vs. OKC,W,241,109,42,83,0.506,11,34,0.324,14,15,0.933,12,36,48,29,8,6,20,24,11.0,0,24,15,9,19,9,1,1,66,24,19
22018,1610612743,DEN,Denver Nuggets,0021800442,2018-12-16,DEN vs. TOR,W,240,95,36,85,0.424,10,30,0.333,13,16,0.813,10,34,44,21,7,4,8,14,9.0,0,26,10,4,19,5,4,1,50,29,13
22018,1610612743,DEN,Denver Nuggets,0021800454,2018-12-18,DEN vs. DAL,W,239,126,50,90,0.556,12,29,0.414,14,18,0.778,12,35,47,33,7,3,15,28,8.0,0,32,16,4,22,7,15,1,72,24,14
22018,1610612743,DEN,Denver Nuggets,0021800479,2018-12-22,DEN @ LAC,L,240,111,41,97,0.423,9,31,0.29,20,25,0.8,13,24,37,21,10,5,9,16,-21.0,0,19,6,3,18,3,2,1,74,28,16
22018,1610612743,DEN,Denver Nuggets,0021800510,2018-12-26,DEN @ SAS,L,239,103,35,90,0.389,18,40,0.45,15,23,0.652,11,36,47,29,10,3,12,17,-8.0,0,4,4,10,9,5,2,1,90,38,17
22018,1610612743,DEN,Denver Nuggets,0021800524,2018-12-28,DEN vs. SAS,W,240,102,39,85,0.459,10,29,0.345,14,17,0.824,16,36,52,29,5,4,20,20,3.0,0,21,9,9,31,6,3,1,50,37,17
22018,1610612743,DEN,Denver Nuggets,0021800533,2018-12-29,DEN @ PHX,W,242,122,42,76,0.553,18,35,0.514,20,26,0.769,10,30,40,31,10,3,21,20,4.0,0,23,8,9,46,6,8,1,53,26,14
22018,1610612743,DEN,Denver Nuggets,0021800551,2019-01-01,DEN vs. NYK,W,240,115,44,95,0.463,12,34,0.353,15,23,0.652,16,37,53,36,7,6,8,19,7.0,0,19,14,15,8,3,5,1,88,36,16
22018,1610612743,DEN,Denver Nuggets,0021800564,2019-01-03,DEN @ SAC,W,240,117,41,89,0.461,14,39,0.359,21,30,0.7,16,38,54,24,3,3,14,20,4.0,0,26,13,6,36,7,6,1,55,34,12
22018,1610612743,DEN,Denver Nuggets,0021800576,2019-01-05,DEN vs. CHA,W,241,123,47,102,0.461,14,39,0.359,15,20,0.75,17,29,46,30,10,6,7,19,13.0,0,39,12,6,8,6,7,1,76,28,17
22018,1610612743,DEN,Denver Nuggets,0021800593,2019-01-07,DEN @ HOU,L,240,113,44,93,0.473,7,29,0.241,18,21,0.857,14,32,46,26,7,3,14,21,-12.0,0,24,13,4,13,2,4,1,76,31,18
22018,1610612743,DEN,Denver Nuggets,0021800601,2019-01-08,DEN @ MIA,W,241,103,41,87,0.471,9,27,0.333,12,17,0.706,15,35,50,32,2,2,16,20,4.0,0,29,11,10,18,4,6,1,56,35,16
22018,1610612743,DEN,Denver Nuggets,0021800618,2019-01-10,DEN vs. LAC,W,239,121,50,99,0.505,11,28,0.393,10,13,0.769,15,38,53,29,7,8,9,23,21.0,0,18,14,10,23,6,2,1,80,33,17
